CEC Modules,T_noct,A_c,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,Alpha_sc,Beta_oc,A_ref,I_l_ref,I_o_ref,R_s,R_sh_ref,Adjust,Gamma_r,Source
Changzhou Eging Photovoltaic Technology EGM-160,45.2,1.277,72,5.05,43.6,4.62,34.6,0.002156,-0.14711,1.8257,5.07,2.067e-010,0.797,206.33,8.5,-0.458,Mono-c-Si
Changzhou Eging Photovoltaic Technology EGM-165,45.2,1.277,72,5.1,43.8,4.74,34.8,0.002173,-0.14778,1.8182,5.11,1.726e-010,0.783,395,6.8,-0.458,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-170P48-C,46.7,1.322,48,7.8,29,7.4,23,0.00468,-0.1015,1.2156,7.839,3.419e-010,0.337,100000,4.8,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EGM-170,45.2,1.277,72,5.15,44,4.86,35,0.002189,-0.14846,1.8124,5.151,1.471e-010,0.768,3982.99,5.3,-0.458,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-175P48-C,46.7,1.322,48,8.2,29.2,7.56,23.2,0.00492,-0.1022,1.2426,8.223,4.969e-010,0.318,115.54,7.7,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EGM-175,45.2,1.277,72,5.25,44.2,4.97,35.2,0.002226,-0.14913,1.8197,5.258,1.485e-010,0.746,100000,5.2,-0.458,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-180M48-C,46.8,1.322,48,8.62,29.4,7.69,23.4,0.002586,-0.10584,1.2694,8.675,7.029e-010,0.299,46.75,7.7,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-180P48-C,46.7,1.322,48,8.62,29.4,7.69,23.4,0.005172,-0.1029,1.279,8.674,8.371e-010,0.296,47.05,12,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EGM-180,45.2,1.277,72,5.35,44.4,5.08,35.4,0.002263,-0.14981,1.8288,5.373,1.535e-010,0.724,100000,5.3,-0.458,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-185M48-C,46.8,1.322,48,8.8,29.6,7.83,23.62,0.00264,-0.10656,1.282,8.857,7.678e-010,0.285,44.06,8.3,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EGM-185,45.2,1.634,60,5.7,44.38,5.27,35.16,0.00171,-0.15089,1.8459,5.715,2.01e-010,0.732,276.78,6.5,-0.47,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-190M48-C,46.8,1.322,48,8.91,29.6,8.04,23.62,0.002673,-0.10656,1.2705,8.955,6.423e-010,0.283,56.46,6.6,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-190P54-C,46.7,1.475,54,8.2,32.6,7.34,25.87,0.00492,-0.1141,1.4119,8.25,7.219e-010,0.358,58.32,11.1,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EGM-190,45.2,1.634,60,5.55,44.33,5.31,35.82,0.001665,-0.15072,1.839,5.609,1.904e-010,0.587,100000,6.1,-0.47,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-195P54-C,46.7,1.475,54,8.37,32.8,7.47,26.1,0.005022,-0.1148,1.4262,8.422,8.04e-010,0.341,54.44,11.9,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-200P54-C,46.7,1.475,54,8.58,32.8,7.66,26.1,0.005148,-0.1148,1.4255,8.634,8.152e-010,0.333,53.4,11.8,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-205M54-C,46.8,1.475,54,8.73,33.1,7.79,26.33,0.002619,-0.11916,1.4284,8.786,7.038e-010,0.334,52.2,7.6,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-205P54-C,46.7,1.475,54,8.73,33.1,7.79,26.33,0.005238,-0.11585,1.4386,8.785,8.294e-010,0.332,52.51,11.8,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-210M54-C,46.8,1.475,54,8.88,33.3,7.9,26.57,0.002664,-0.11988,1.4422,8.938,7.747e-010,0.318,49.01,8.3,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-210P54-C,46.7,1.475,54,8.88,33.3,7.9,26.57,0.005328,-0.11655,1.453,8.937,9.2e-010,0.316,49.29,12.6,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-210P60-C,46.7,1.634,60,8.04,36.61,7.39,28.41,0.004824,-0.12814,1.539,8.069,3.645e-010,0.516,141.44,5.2,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-215M54-C,46.8,1.475,54,8.96,33.3,8.09,26.57,0.002688,-0.11988,1.4286,9.004,6.385e-010,0.317,63.99,6.5,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-215P60-C,46.7,1.634,60,8.26,36.67,7.6,28.28,0.00496,-0.12831,1.5344,8.29,3.358e-010,0.531,147.44,4.3,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-220P60-C,46.7,1.634,60,8.48,36.69,7.8,28.22,0.005088,-0.12842,1.5331,8.511,3.339e-010,0.529,143.34,4,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-225M60-C,46.8,1.634,60,8.68,36.74,7.99,28.18,0.002604,-0.13226,1.5206,8.712,2.717e-010,0.532,144.25,-0.4,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-225P60-C,46.7,1.634,60,8.68,36.74,7.99,28.18,0.005208,-0.12859,1.5321,8.711,3.26e-010,0.529,146.91,3.6,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-230M60-C,46.8,1.634,60,8.9,36.76,8.15,28.22,0.00267,-0.13234,1.5264,8.941,2.996e-010,0.516,113.44,0.2,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-230P60-C,46.7,1.634,60,8.9,36.76,8.15,28.22,0.00534,-0.12866,1.5378,8.94,3.583e-010,0.514,115.08,4.2,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-235M60-C,46.8,1.634,60,9.01,36.76,8.33,28.22,0.002703,-0.13234,1.5181,9.037,2.687e-010,0.509,172.58,-0.8,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-240M72-C,46.8,1.948,72,7.83,43.2,7.02,34.2,0.002349,-0.15552,1.8528,7.879,5.504e-010,0.515,83,6.4,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-245M72-C,46.8,1.948,72,7.93,43.5,7.1,34.5,0.002379,-0.1566,1.8695,7.98,5.836e-010,0.502,80.34,6.8,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-255P72-C,46.7,1.948,72,8.37,43.5,7.39,34.5,0.005022,-0.15225,1.9004,8.435,8.846e-010,0.47,60.94,12.8,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-260P72-C,46.7,1.948,72,8.47,43.8,7.47,34.8,0.005082,-0.1533,1.9173,8.535,9.346e-010,0.457,59.65,13.2,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-265M72-C,46.8,1.948,72,8.52,43.8,7.61,34.8,0.002556,-0.15768,1.8873,8.574,6.638e-010,0.46,72.03,7.3,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-265P72-C,46.7,1.948,72,8.52,43.8,7.61,34.8,0.005112,-0.1533,1.9017,8.574,7.921e-010,0.456,72.5,11.6,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-270M72-C,46.8,1.948,72,8.62,44.1,7.69,35.1,0.002586,-0.15876,1.9041,8.675,7.029e-010,0.448,70.13,7.7,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-270P72-C,46.7,1.948,72,8.62,44.1,7.69,35.1,0.005172,-0.15435,1.9185,8.674,8.371e-010,0.444,70.57,12,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-275M72-C,46.8,1.948,72,8.72,44.4,7.76,35.42,0.002616,-0.15984,1.9229,8.776,7.609e-010,0.433,66.89,8.3,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-275P72-C,46.7,1.948,72,8.72,44.4,7.76,35.42,0.005232,-0.1554,1.9373,8.776,9.035e-010,0.429,67.29,12.6,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-280M72-C,46.8,1.948,72,8.89,44.4,7.91,35.42,0.002667,-0.15984,1.9229,8.948,7.757e-010,0.425,65.43,8.3,-0.48,Mono-c-Si
Changzhou Eging Photovoltaic Technology EG-280P72-C,46.7,1.948,72,8.89,44.4,7.91,35.42,0.005334,-0.1554,1.9373,8.947,9.211e-010,0.421,65.82,12.6,-0.46,Multi-c-Si
Changzhou Eging Photovoltaic Technology EG-285M72-C,46.8,1.948,72,8.92,44.4,8.05,35.42,0.002676,-0.15984,1.9048,8.965,6.356e-010,0.425,84.82,6.5,-0.48,Mono-c-Si
Changzhou Nesl Solartech DJ-165D,44.4,1.279,72,5.08,43.6,4.66,35.4,0.0024,-0.16529,1.9617,5.092,1.091e-009,0.538,233.76,10.3,-0.509,Mono-c-Si
Changzhou Nesl Solartech DJ-170D,44.4,1.279,72,5.15,44.2,4.78,35,0.002431,-0.16761,1.9431,5.159,6.687e-010,0.765,444.94,5.8,-0.509,Mono-c-Si
Changzhou Nesl Solartech DJ-175D,44.4,1.279,72,5.25,44.2,4.89,35.8,0.002478,-0.16761,1.9669,5.256,8.988e-010,0.555,485.27,8.2,-0.509,Mono-c-Si
Changzhou Nesl Solartech DJ-180D,44.4,1.279,72,5.36,44.2,4.97,36.2,0.00253,-0.16761,1.9862,5.367,1.133e-009,0.446,342,10.1,-0.509,Mono-c-Si
Changzhou Nesl Solartech DJ-185D,45.8,1.279,72,5.27,46.1,4.79,38.6,0.003852,-0.17371,2.03,5.279,6.87e-010,0.295,166.7,6.469,-0.434,Mono-c-Si
Changzhou Nesl Solartech DJ-190D,45.8,1.279,72,5.42,46.2,4.92,38.6,0.003962,-0.17408,2.0335,5.431,6.98e-010,0.306,158.13,6.367,-0.434,Mono-c-Si
Changzhou Nesl Solartech DJ-195D,45.8,1.279,72,5.56,46.1,5.05,38.6,0.004064,-0.17371,2.031,5.57,7.32e-010,0.279,155.52,6.559,-0.434,Mono-c-Si
Changzhou Nesl Solartech DJ-200D,45.8,1.279,72,5.82,45.9,5.43,36.8,0.004254,-0.17295,1.9355,5.828,2.88e-010,0.637,463.03,-1.687,-0.434,Mono-c-Si
Changzhou Nesl Solartech DJ-200P,47.3,1.634,60,7.85,34.92,6.87,29.1,0.004196,-0.12219,1.6266,7.874,3.384e-009,0.142,46.91,26.7,-0.493,Multi-c-Si
Changzhou Nesl Solartech DJ-210P,47.3,1.634,60,8.12,35.4,7.17,29.3,0.00434,-0.12386,1.6306,8.148,2.782e-009,0.177,51.61,24.3,-0.493,Multi-c-Si
Changzhou Nesl Solartech DJ-220P,47.3,1.634,60,8.4,35.87,7.48,29.4,0.00449,-0.12551,1.6322,8.433,2.231e-009,0.223,57.45,21.7,-0.493,Multi-c-Si
Changzhou Nesl Solartech DJ-230P,47.3,1.634,60,8.78,37.48,7.81,30.73,0.004693,-0.13114,1.7071,8.814,2.379e-009,0.221,56.45,21.9,-0.493,Multi-c-Si
Changzhou Nesl Solartech DJ-230P-ST15,47.3,1.634,60,8.78,37.48,7.81,30.73,0.004693,-0.13114,1.7064,8.814,2.36e-009,0.221,56.43,21.99,-0.493,Multi-c-Si
Changzhou Nesl Solartech DJ-235P,45.7,1.634,60,8.8,36.2,7.91,29.7,0.007269,-0.13684,1.6113,8.83,1.45e-009,0.22,64.24,8.059,-0.441,Multi-c-Si
Changzhou Nesl Solartech DJ-235P-ST15,45.7,1.634,60,8.8,36.2,7.91,29.7,0.007269,-0.13684,1.6113,8.83,1.45e-009,0.22,64.24,8.059,-0.441,Multi-c-Si
Changzhou Nesl Solartech DJ-240DA-C,45.8,1.634,60,8.55,37.57,7.92,30.3,0.006921,-0.15607,1.6326,8.566,8.46e-010,0.319,173.06,-5.807,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-240DA-C-ST15,45.8,1.634,60,8.55,37.57,7.92,30.3,0.006921,-0.15607,1.6326,8.566,8.46e-010,0.319,173.06,-5.807,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-240P,46.5,1.937,72,8.32,39.64,7.18,33.86,0.007463,-0.15753,1.8803,8.322,5.172e-009,0.01,43.18,14.5,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-240PA,45.7,1.634,60,8.88,36.2,8.08,29.7,0.007335,-0.13684,1.5981,8.904,1.23e-009,0.221,82.76,6.535,-0.441,Multi-c-Si
Changzhou Nesl Solartech DJ-240P-ST15,46.5,1.937,72,8.32,39.64,7.18,33.86,0.007463,-0.15753,1.8795,8.322,5.12e-009,0.011,43.17,14.59,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-245DA-C,45.8,1.634,60,8.68,37.82,8.03,30.5,0.007018,-0.1571,1.6446,8.697,8.71e-010,0.316,161.22,-5.687,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-245DA-C-ST15,45.8,1.634,60,8.68,37.82,8.03,30.5,0.007018,-0.1571,1.6446,8.697,8.71e-010,0.316,161.22,-5.687,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-250DA-C,45.8,1.634,60,8.79,38.07,8.14,30.7,0.007115,-0.15813,1.6545,8.806,8.72e-010,0.315,168.26,-5.78,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-250DA-C-ST15,45.8,1.634,60,8.79,38.07,8.14,30.7,0.007115,-0.15813,1.6545,8.806,8.72e-010,0.315,168.26,-5.78,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-250P,46.5,1.937,72,8.57,40.9,7.23,34.6,0.007687,-0.16254,1.9635,8.582,6.665e-009,0.049,35.19,16.7,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-255D-C,45.8,1.634,60,8.94,38.19,8.28,30.8,0.007234,-0.15865,1.6597,8.957,8.86e-010,0.31,166.97,-5.796,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-255D-C-ST15,45.8,1.634,60,8.94,38.19,8.28,30.8,0.007234,-0.15865,1.6597,8.957,8.86e-010,0.31,166.97,-5.796,-0.442,Mono-c-Si
Changzhou Nesl Solartech DJ-260P,46.5,1.937,72,8.59,42.26,7.45,34.9,0.007705,-0.16794,1.952,8.629,3.058e-009,0.208,46.47,9.3,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-270P,46.5,1.937,72,8.52,44.5,7.91,35.38,0.007642,-0.17684,1.9141,8.536,6.686e-010,0.456,248.61,-3.6,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-280P,46.5,1.937,72,8.9,45.29,7.95,36.48,0.007983,-0.17998,2.0143,8.945,1.429e-009,0.369,72.18,2.3,-0.435,Multi-c-Si
Changzhou Nesl Solartech DJ-285P,46,1.937,72,8.75,43.8,7.96,35.8,0.007219,-0.16403,1.9115,8.776,9.325e-010,0.296,100.46,5.1,-0.432,Multi-c-Si
Changzhou Nesl Solartech DJ-290D-C,46.3,1.937,72,8.78,44.2,8.06,36,0.006164,-0.16699,1.8944,8.802,6.227e-010,0.324,128.94,0.9,-0.433,Mono-c-Si
Changzhou Nesl Solartech DJ-290P,46,1.937,72,8.78,44.2,8.06,36,0.007244,-0.16553,1.9135,8.801,7.868e-010,0.319,130.91,3.6,-0.432,Multi-c-Si
Changzhou Nesl Solartech DJ-295D-C,46.3,1.937,72,8.88,44.3,8.17,36.1,0.006234,-0.16737,1.8965,8.901,6.151e-010,0.319,137.33,0.7,-0.433,Mono-c-Si
Changzhou Nesl Solartech DJ-295P,46,1.937,72,8.88,44.3,8.17,36.1,0.007326,-0.1659,1.9157,8.9,7.777e-010,0.314,139.6,3.4,-0.432,Multi-c-Si
Changzhou Nesl Solartech DJ-300D-C,46.3,1.937,72,8.9,44.5,8.29,36.2,0.006248,-0.16812,1.8883,8.912,5.082e-010,0.331,240,-0.9,-0.433,Mono-c-Si
Changzhou Nesl Solartech DJ-300P,46,1.937,72,8.9,44.5,8.29,36.2,0.007343,-0.16665,1.9077,8.912,6.462e-010,0.326,247.27,1.8,-0.432,Multi-c-Si
Changzhou Nesl Solartech DJ-305D-C,46.3,1.937,72,8.97,44.8,8.38,36.4,0.006297,-0.16925,1.8968,8.98,4.879e-010,0.337,294.24,-1.3,-0.433,Mono-c-Si
Changzhou Nesl Solartech DJ-310D-C,46.3,1.937,72,9.06,45,8.47,36.6,0.00636,-0.17001,1.9052,9.07,4.929e-010,0.33,306.34,-1.3,-0.433,Mono-c-Si
Chi Mei Energy CSSU-100A,45.3,1.451,119,1.65,100,1.32,76,0.001452,-0.341,3.8192,1.707,5.716e-012,9.44,275.54,-12.4,-0.262,1-a-Si
Chi Mei Energy CSSU-100B,45.3,1.451,119,1.65,100,1.32,76,0.001452,-0.341,3.8192,1.707,5.716e-012,9.44,275.54,-12.4,-0.262,1-a-Si
China Sunergy (Nanjing) CSUN170-72M,51,1.277,72,5.29,44.4,4.83,35.2,0.001449,-0.16678,1.9562,5.309,7.08e-010,0.743,204.24,7.51,-0.519,Mono-c-Si
China Sunergy (Nanjing) CSUN175-72M,45.8,1.277,72,5.34,44.5,4.96,35.3,0.001478,-0.14666,1.8485,5.351,1.84e-010,0.772,374.02,9.831,-0.474,Mono-c-Si
China Sunergy (Nanjing) SST175-72M,45.8,1.277,72,5.34,44.5,4.96,35.3,0.001478,-0.14666,1.8485,5.351,1.84e-010,0.772,374.02,9.831,-0.474,Mono-c-Si
China Sunergy (Nanjing) CSUN180-72M,45.8,1.277,72,5.4,44.6,5.09,35.4,0.001494,-0.14699,1.8381,5.402,1.56e-010,0.76,2507.77,8.253,-0.474,Mono-c-Si
China Sunergy (Nanjing) SST180-72M,45.8,1.277,72,5.4,44.6,5.09,35.4,0.001494,-0.14699,1.8381,5.402,1.56e-010,0.76,2507.77,8.253,-0.474,Mono-c-Si
China Sunergy (Nanjing) CSUN185-72M,45.8,1.277,72,5.48,44.8,5.17,35.8,0.001517,-0.14765,1.8526,5.481,1.72e-010,0.697,2694.26,8.967,-0.474,Mono-c-Si
China Sunergy (Nanjing) SST185-72M,45.8,1.277,72,5.48,44.8,5.17,35.8,0.001517,-0.14765,1.8526,5.481,1.72e-010,0.697,2694.26,8.967,-0.474,Mono-c-Si
China Sunergy (Nanjing) CSUN190-72M,47.6,1.277,72,5.5,45,5.25,36.2,0.0033,-0.1665,1.9889,5.615,8.29e-010,0.586,750.33,9.595,-0.5,Mono-c-Si
China Sunergy (Nanjing) SST190-72M,47.6,1.277,72,5.5,45,5.25,36.2,0.0033,-0.1665,1.9889,5.615,8.29e-010,0.586,750.33,9.595,-0.5,Mono-c-Si
China Sunergy (Nanjing) CSUN215-54M-BB,48.4,1.465,54,8.62,33.4,7.99,26.9,0.00431,-0.12358,1.5021,8.633,1.86e-009,0.273,174.66,13.16,-0.52,Mono-c-Si
China Sunergy (Nanjing) SST215-54M,48.8,1.465,54,8.62,33.4,7.99,26.9,0.00431,-0.13026,1.534,8.632,2.96e-009,0.265,186.15,11.46,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST215-54M-BB,48.4,1.465,54,8.62,33.4,7.99,26.9,0.00431,-0.12358,1.5021,8.633,1.86e-009,0.273,174.66,13.16,-0.52,Mono-c-Si
China Sunergy (Nanjing) CSUN220-54M-BB,48.4,1.465,54,8.75,33.5,8.15,27,0.004375,-0.12395,1.5027,8.76,1.79e-009,0.268,237.85,12.66,-0.52,Mono-c-Si
China Sunergy (Nanjing) SST220-54M,48.8,1.465,54,8.75,33.5,8.15,27,0.004375,-0.13065,1.5346,8.759,2.85e-009,0.26,260.02,10.98,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST220-54M-BB,48.4,1.465,54,8.75,33.5,8.15,27,0.004375,-0.12395,1.5027,8.76,1.79e-009,0.268,237.85,12.66,-0.52,Mono-c-Si
China Sunergy (Nanjing) SST220-60M,46.2,1.624,60,8.28,36.5,7.57,29.1,0.003229,-0.11206,1.4668,8.315,1.24e-010,0.404,96.42,10.25,-0.423,Mono-c-Si
China Sunergy (Nanjing) SST220-60P,45.7,1.61,60,8.28,36.5,7.57,29.1,0.004968,-0.13505,1.6292,8.307,1.49e-009,0.36,112.28,11.41,-0.5,Multi-c-Si
China Sunergy (Nanjing) CSUN225-54M-BB,48.4,1.465,54,8.84,33.6,8.3,27.1,0.00442,-0.12432,1.5005,8.844,1.65e-009,0.264,636.01,11.81,-0.52,Mono-c-Si
China Sunergy (Nanjing) SST225-54M,48.8,1.465,54,8.84,33.6,8.3,27.1,0.00442,-0.13104,1.5322,8.843,2.63e-009,0.256,826.89,10.13,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST225-54M-BB,48.4,1.465,54,8.84,33.6,8.3,27.1,0.00442,-0.12432,1.5005,8.844,1.65e-009,0.264,636.01,11.81,-0.52,Mono-c-Si
China Sunergy (Nanjing) SST225-60M,46.2,1.624,60,8.36,36.7,7.68,29.3,0.00326,-0.11267,1.472,8.39,1.2e-010,0.396,110.47,9.854,-0.423,Mono-c-Si
China Sunergy (Nanjing) SST225-60P,45.7,1.61,60,8.36,36.7,7.68,29.3,0.005016,-0.13579,1.6346,8.382,1.44e-009,0.353,131.92,11,-0.5,Multi-c-Si
China Sunergy (Nanjing) SST230-60M,46.2,1.624,60,8.45,36.8,7.8,29.5,0.003296,-0.11298,1.4754,8.475,1.2e-010,0.375,128.03,9.799,-0.423,Mono-c-Si
China Sunergy (Nanjing) SST230-60P,45.7,1.61,60,8.45,36.8,7.8,29.5,0.00507,-0.13616,1.6383,8.468,1.45e-009,0.332,157.85,10.95,-0.5,Multi-c-Si
China Sunergy (Nanjing) CSUN235-60M-BB,47.6,1.624,60,8.54,36.8,7.94,29.6,0.00427,-0.14352,1.6855,8.55,2.77e-009,0.301,256.56,10.94,-0.54,Mono-c-Si
China Sunergy (Nanjing) CSUN235-60P-BW,46.8,1.624,60,8.59,36.8,7.97,29.5,0.006013,-0.13616,1.6614,8.603,2.02e-009,0.32,214.86,13.75,-0.51,Multi-c-Si
China Sunergy (Nanjing) SST235-60M,46.2,1.624,60,8.54,36.8,7.94,29.6,0.003331,-0.11298,1.4723,8.558,1.16e-010,0.356,170.87,9.376,-0.423,Mono-c-Si
China Sunergy (Nanjing) SST235-60M-BB,47.6,1.624,60,8.54,36.8,7.94,29.6,0.00427,-0.14352,1.6855,8.55,2.77e-009,0.301,256.56,10.94,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST235-60P,45.7,1.61,60,8.54,36.8,7.94,29.6,0.005124,-0.13616,1.6344,8.552,1.4e-009,0.314,229.13,10.52,-0.5,Multi-c-Si
China Sunergy (Nanjing) SST235-60P-BW,46.8,1.624,60,8.59,36.8,7.97,29.5,0.006013,-0.13616,1.6614,8.603,2.02e-009,0.32,214.86,13.75,-0.51,Multi-c-Si
China Sunergy (Nanjing) CSUN240-54M,47.7,1.465,54,9.09,34,8.7,27.6,0.004545,-0.136,1.5721,9.276,3.74e-009,0.219,642.31,10.06,-0.55,Mono-c-Si
China Sunergy (Nanjing) CSUN240-60M-BB,47.6,1.624,60,8.62,37,8.06,29.8,0.00431,-0.1443,1.6901,8.626,2.65e-009,0.295,441.97,10.44,-0.54,Mono-c-Si
China Sunergy (Nanjing) CSUN240-60P-BW,46.8,1.624,60,8.67,36.9,8.11,29.6,0.006069,-0.13653,1.6583,8.676,1.86e-009,0.316,443.66,12.87,-0.51,Multi-c-Si
China Sunergy (Nanjing) SST240-54M,47.7,1.465,54,9.09,34,8.7,27.6,0.004545,-0.136,1.5721,9.276,3.74e-009,0.219,642.31,10.06,-0.55,Mono-c-Si
China Sunergy (Nanjing) SST240-60M,46.2,1.624,60,8.62,37,8.06,29.8,0.003362,-0.11359,1.4767,8.633,1.11e-010,0.349,236.48,8.884,-0.423,Mono-c-Si
China Sunergy (Nanjing) SST240-60M-BB,47.6,1.624,60,8.62,37,8.06,29.8,0.00431,-0.1443,1.6901,8.626,2.65e-009,0.295,441.97,10.44,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST240-60P,45.7,1.61,60,8.62,37,8.06,29.8,0.005172,-0.1369,1.6389,8.627,1.34e-009,0.308,366.05,10.02,-0.5,Multi-c-Si
China Sunergy (Nanjing) SST240-60P-BW,46.8,1.624,60,8.67,36.9,8.11,29.6,0.006069,-0.13653,1.6583,8.676,1.86e-009,0.316,443.66,12.87,-0.51,Multi-c-Si
China Sunergy (Nanjing) CSUN245-60M,46.7,1.624,60,8.69,37.2,8.17,30,0.004345,-0.12648,1.5765,8.695,4.88e-010,0.319,566.7,10.43,-0.47,Mono-c-Si
China Sunergy (Nanjing) CSUN245-60M-BB,47.6,1.624,60,8.69,37.2,8.17,30,0.004345,-0.14508,1.6948,8.692,2.54e-009,0.289,1485.76,9.968,-0.54,Mono-c-Si
China Sunergy (Nanjing) CSUN245-60M-BW,46.7,1.624,60,8.69,37.2,8.17,30,0.004345,-0.12648,1.5765,8.695,4.88e-010,0.319,566.7,10.43,-0.47,Mono-c-Si
China Sunergy (Nanjing) CSUN245-60P,46.8,1.624,60,8.75,37.5,8.17,30,0.006125,-0.13875,1.6843,8.758,1.85e-009,0.33,369.96,12.75,-0.51,Multi-c-Si
China Sunergy (Nanjing) CSUN245-60P-BW,46.8,1.624,60,8.74,37.1,8.25,29.7,0.006118,-0.13727,1.6652,8.834,1.84e-009,0.321,400.27,12.61,-0.51,Multi-c-Si
China Sunergy (Nanjing) SST245-60M,46.7,1.624,60,8.69,37.2,8.17,30,0.004345,-0.12648,1.5765,8.695,4.88e-010,0.319,566.7,10.43,-0.47,Mono-c-Si
China Sunergy (Nanjing) SST245-60M-BB,47.6,1.624,60,8.69,37.2,8.17,30,0.004345,-0.14508,1.6948,8.692,2.54e-009,0.289,1485.76,9.968,-0.54,Mono-c-Si
China Sunergy (Nanjing) SST245-60M-BW,46.7,1.624,60,8.69,37.2,8.17,30,0.004345,-0.12648,1.5765,8.695,4.88e-010,0.319,566.7,10.43,-0.47,Mono-c-Si
China Sunergy (Nanjing) SST245-60P,46.8,1.624,60,8.75,37.5,8.17,30,0.006125,-0.13875,1.6843,8.758,1.85e-009,0.33,369.96,12.75,-0.51,Multi-c-Si
China Sunergy (Nanjing) SST245-60P-BW,46.8,1.624,60,8.74,37.1,8.25,29.7,0.006118,-0.13727,1.6652,8.834,1.84e-009,0.321,400.27,12.61,-0.51,Multi-c-Si
China Sunergy (Nanjing) CSUN250-60M,46.7,1.624,60,8.78,37.3,8.31,30.1,0.00439,-0.12682,1.5837,8.876,5.18e-010,0.31,355.94,10.8,-0.47,Mono-c-Si
China Sunergy (Nanjing) CSUN250-60M-BW,46.7,1.624,60,8.78,37.3,8.31,30.1,0.00439,-0.12682,1.5837,8.876,5.18e-010,0.31,355.94,10.8,-0.47,Mono-c-Si
China Sunergy (Nanjing) CSUN250-60P,46.8,1.624,60,8.83,37.7,8.28,30.2,0.006181,-0.13949,1.6903,8.834,1.81e-009,0.323,682.84,12.41,-0.51,Multi-c-Si
China Sunergy (Nanjing) CSUN250-60P-BW,46.8,1.624,60,8.81,37.3,8.36,29.9,0.006167,-0.13801,1.6702,8.901,1.77e-009,0.315,1078.06,12.17,-0.51,Multi-c-Si
China Sunergy (Nanjing) SST250-60M,46.7,1.624,60,8.78,37.3,8.31,30.1,0.00439,-0.12682,1.5837,8.876,5.18e-010,0.31,355.94,10.8,-0.47,Mono-c-Si
